 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.667147 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -1.163475      4.4211      280.44
     2     -0.000000     -0.000000      0.194676      4.8066      257.95
     3      0.000000      0.000000      1.393494      5.5160      224.77
     4     -0.000000      0.000000     -1.117548      5.7625      215.16
     5     -0.000000     -0.000000     -1.615141      8.4964      145.93
     6      0.000000     -0.000000     -0.780175      8.7563      141.59
     7     -0.000000      0.000000     -0.777899      8.9149      139.08
     8      0.000000     -0.000000      0.064163      9.4207      131.61
     9     -0.000000     -0.000000      0.282764      9.9445      124.68
    10      0.000000      0.000000     -2.758130     10.1617      122.01
    11     -0.000000     -0.000000      0.658262     12.4461       99.62
    12     -0.000000     -0.000000      1.465041     12.6970       97.65
    13     -0.000000     -0.000000      2.341899     13.2131       93.83
    14     -0.000000      0.000000      1.605928     13.7036       90.48
    15     -0.000000      0.000000      1.359205     13.9577       88.83
    16     -0.000000      0.000000      3.183523     14.1573       87.58
    17     -0.000000     -0.000000     -1.403269     15.0010       82.65
    18     -0.000000     -0.000000      0.302158     15.2811       81.14
    19     -0.000000      0.000000     -0.783582     16.0104       77.44
    20      0.000000      0.000000      2.038363     16.0345       77.32
    21     -0.000000      0.000000      3.170334     16.3118       76.01
    22     -0.000000     -0.000000      0.863743     16.8361       73.64
    23     -0.000000      0.000000      1.599173     17.1123       72.45
    24      0.000000     -0.000000      0.992757     17.3555       71.44
    25     -0.000000     -0.000000      2.550850     18.2770       67.84
    26      0.000000      0.000000      0.483470     18.5492       66.84
    27      0.000000      0.000000     -0.435480     18.8277       65.85
    28     -0.000000     -0.000000      0.180443     18.9888       65.29
    29     -0.000000     -0.000000     -1.308086     19.0142       65.21
    30     -0.000000      0.000000     -0.239839     19.3785       63.98
