 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.594503 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.616068      1.4846      835.14
     2     -0.000000     -0.000000     -0.351306      3.8925      318.52
     3     -0.000000     -0.000000     -0.573306      4.3550      284.69
     4     -0.000000     -0.000000      0.227170      4.4699      277.38
     5     -0.000000     -0.000000     -0.654740      5.3438      232.02
     6      0.000000      0.000000      2.693785      6.9266      179.00
     7     -0.000000     -0.000000     -3.008099      7.0687      175.40
     8      0.000000      0.000000      1.969351      7.5577      164.05
     9     -0.000000     -0.000000      2.191884      8.0220      154.56
    10     -0.000000     -0.000000      1.926446      8.5809      144.49
    11     -0.000000     -0.000000      1.374083      8.5958      144.24
    12     -0.000000     -0.000000      1.395124      8.6363      143.56
    13     -0.000000     -0.000000      1.040468      9.2216      134.45
    14      0.000000     -0.000000      0.448007      9.2834      133.55
    15     -0.000000     -0.000000      1.918994      9.5006      130.50
    16      0.000000      0.000000      0.033300     10.0563      123.29
    17      0.000000     -0.000000      2.554637     10.0762      123.05
    18     -0.000000     -0.000000     -3.033745     10.5410      117.62
    19      0.000000     -0.000000      1.628746     10.6500      116.42
    20     -0.000000     -0.000000      0.953531     10.9436      113.29
    21     -0.000000     -0.000000      0.287406     10.9479      113.25
    22     -0.000000      0.000000      0.462543     11.0216      112.49
    23     -0.000000     -0.000000      0.874915     11.4834      107.97
    24      0.000000     -0.000000     -3.127465     11.5329      107.50
    25     -0.000000     -0.000000     -1.614656     12.0845      102.60
    26      0.000000      0.000000     -0.503088     12.2201      101.46
    27     -0.000000     -0.000000      0.774216     12.3345      100.52
    28      0.000000     -0.000000     -4.120367     12.3505      100.39
    29     -0.000000     -0.000000     -0.821675     12.9238       95.93
    30      0.000000     -0.000000     -0.188163     13.0275       95.17
