6.575068387781006773e-01 -5.956297549204308101e-06 6.447027855098661757e-08 -8.274000004713329129e-06 -1.782721399749474453e-02 -6.661624442416632032e-06 -4.704597842196845620e-06 -1.499880927192522861e-01 2.645026839893610499e-05 -3.718424117288977121e-06 -2.957126164086495434e-05 -7.335974358082428769e-05 -2.734574851112497895e-04 -3.527584132560340202e-01 -1.716274705014637870e-04 -7.458519743192717588e-05 -7.396559805372548036e-05 8.513859580663876714e-02 1.589407981490909283e-01 -1.031760462031228734e-04 -5.356330658838729552e-05 2.102456653582047136e-05 -1.438623115841562356e-06 1.777708923960363850e-06 -1.097303676869830686e-06 -8.330275212422287397e-06 -3.166811652208709583e-06 2.504908682742106620e-06 -2.100936806242187444e-06 -1.588497545564604554e-05 6.379910910102447448e-06 -1.616558751882358845e-05 -3.226454212734365570e-05 -6.575555034179467184e-02 2.954874856514461828e-02 4.016458797012751166e-06 -2.735036313889368267e-07 -7.204642819318873197e-06 -2.765604631949492388e-06 2.029866739414329450e-05 1.454768937913802336e-05 -1.875233043558395000e-06 -2.084173249048407867e-02 -8.868013610890547230e-06 -1.281664952589960173e-05 -9.467748697478572950e-03 -6.094980356280146388e-06 -1.748664338821361446e-08 -3.616593326142318432e-06 9.591799292163348379e-06
-5.956297549204308101e-06 1.620167182126832885e-10 -2.652833387842916097e-11 -2.373038090065474114e-10 -2.103470643151992947e-07 -7.301747252377935699e-11 -2.965894225010979462e-10 -5.588404434644993279e-07 -1.775161762913789856e-10 1.252843159291952488e-11 2.179578900165908128e-10 6.161737212300872402e-10 1.808955350539383894e-09 2.822009025503090837e-06 1.376232382888697264e-09 6.793079132926044223e-10 5.745496581590146085e-10 -5.301962022055591302e-07 -1.037969507363780198e-06 6.296087141309944722e-10 4.372041780695766118e-10 -1.082278318102669330e-10 -8.224394159205559498e-11 2.115799851696463674e-11 -8.784458376799474739e-11 -2.326017949338926631e-12 1.364586162683684735e-11 1.120858697638286305e-10 -9.564953817396324516e-12 4.043979264010225107e-10 -1.207789307452175715e-10 1.575332156076186236e-10 5.023340351283860259e-10 5.192731795419991855e-07 -5.240015628192976296e-07 3.385983933592842920e-11 2.023786757551061307e-11 4.031461876983465353e-11 7.142981502059057624e-11 1.764618005661645029e-10 -1.578189759948568311e-10 1.263697223264125072e-10 1.484563494160486719e-07 1.579498415800930911e-10 3.114374604533292714e-10 1.123621172261282204e-06 1.809216171608398968e-10 -4.363619112369230654e-11 -1.934700573909946715e-11 -2.296523289563088081e-10
6.447027855098661757e-08 -2.652833387842916097e-11 2.839523653823475661e-11 1.137277079318165873e-10 -4.458643511571460960e-08 5.227543189190169725e-11 1.308837744320655521e-10 7.239448481963859847e-07 -6.894913069713477304e-11 2.789570116314890849e-11 4.300093708428707245e-11 9.715067443294264580e-11 4.361474866791089729e-10 3.812635056732078862e-07 1.343475280541332338e-10 7.508663538045544010e-11 1.041380849851903665e-10 -1.164837178836322401e-07 -5.676266386937047521e-08 1.052689290961800356e-10 4.523207127648836558e-11 -5.509668836832979107e-11 2.585646437249308089e-11 -2.181919964937706228e-11 7.662910094816262269e-11 2.632332443985640765e-11 1.067157161412885197e-11 -3.963245335603457896e-11 1.593700407329860780e-11 -8.637862247667121216e-11 1.446553947128714557e-11 1.864126846375013296e-11 -4.944895295799295511e-11 3.254078342326096118e-08 1.396741362505864927e-07 -2.800085621435159668e-11 1.125063584940512329e-11 8.928271493031703636e-12 -1.943954522031278224e-11 -1.561843098460001573e-10 -2.204988924007724622e-12 -2.994339659458807863e-11 2.922325193055125642e-08 -6.853956221283412330e-12 -6.814852888785130739e-11 -3.883666536496069956e-07 -3.136185703002701298e-11 1.638578154391228084e-11 2.062906221785791400e-11 3.921063334554949206e-12
-8.274000004713329129e-06 -2.373038090065474114e-10 1.137277079318165873e-10 1.079317051421247710e-09 1.063138685710663260e-06 5.071036525014085050e-10 1.129587247223708870e-09 7.930531958166180047e-06 -6.145223154228965404e-10 1.504647236062362079e-10 5.788391781257042775e-10 1.235229782189255020e-09 5.931653987737994869e-09 6.125255894672026543e-06 2.876678825070440710e-09 1.084946982532834119e-09 1.372042568883124009e-09 -1.888165136313853378e-06 -3.102406150380866468e-06 2.252322241059149337e-09 8.854829174531724227e-10 -5.707078904123372274e-10 2.967796502538952566e-10 -1.542305029214307210e-10 3.927593622968867826e-10 3.433538140304614432e-10 9.747723640969834685e-11 -4.319634225621766546e-10 1.253859576672870962e-10 -5.909148072068874556e-10 9.774205650148359815e-11 2.143436583999363315e-10 -1.896618630693294099e-10 1.087037977938241182e-06 5.052807495134936066e-07 -2.737893976012417855e-10 -1.760737516614365394e-11 1.694360557362270273e-10 -1.136234529806162896e-10 -1.426643650983107335e-09 -1.274091094541208626e-10 -3.004946716421311873e-10 4.192761212910964685e-07 -8.837017556399225811e-11 -4.410364983872927781e-10 -3.119710598513006854e-06 -2.864396552133455023e-10 1.373709700690904843e-10 2.111082521320662939e-10 2.317080993949778265e-10
-1.782721399749474453e-02 -2.103470643151992947e-07 -4.458643511571460960e-08 1.063138685710663260e-06 2.554040338171956193e-03 5.143055141384089790e-07 9.952678857193640074e-07 8.998507233941178268e-03 -5.936933570218251464e-07 3.558981923338960699e-08 7.718889124099947400e-07 1.607100486245899277e-06 7.922540268002661293e-06 8.923162772237175355e-03 4.627593222832055435e-06 1.518795042084793486e-06 1.811534404073965256e-06 -2.740367516723164320e-03 -5.832194794820215467e-03 3.596312439946365454e-06 1.388044624792392306e-06 -6.297650592962014697e-07 3.443514534419150480e-07 -9.904917273178304144e-08 4.668638642277865756e-08 4.404786050141699675e-07 9.478546821618262245e-08 -4.829548987748676986e-07 9.832295388799735445e-08 -3.283092149932008840e-07 4.899803617048392071e-08 2.650201969224980206e-07 1.324890818792214090e-07 1.925696208773044604e-03 -3.720911067768943592e-04 -2.804718022085392418e-07 -1.457140642315896580e-07 2.600418334479578441e-07 -3.621270907933789485e-08 -1.362286898248714048e-06 -2.485772732201320846e-07 -3.075804880937810812e-07 5.770716411310417753e-04 -1.017110148585751752e-07 -2.046946192634042595e-07 -2.469108895690044509e-03 -2.623514929800131255e-07 1.159246841179730210e-07 2.261778284554483851e-07 4.146541123347490729e-07
-6.661624442416632032e-06 -7.301747252377935699e-11 5.227543189190169725e-11 5.071036525014085050e-10 5.143055141384089790e-07 2.520717080181564777e-10 5.140484676293009915e-10 4.151568049229810859e-06 -3.982626973928693568e-10 8.593210515048507952e-11 3.936364200856587128e-10 8.914538492685076869e-10 3.883715994119233749e-09 4.346135679475693837e-06 2.062425563493426868e-09 8.309311637085763280e-10 9.518070312008603316e-10 -1.223163976505065179e-06 -2.080007626431118508e-06 1.460777886309369817e-09 6.390413127019034163e-10 -3.502946870224558961e-10 1.352230661946556817e-10 -7.647234373121348046e-11 1.827652652882461865e-10 1.884964721546746845e-10 5.767091464486273275e-11 -1.988687567649575405e-10 6.558056668315645929e-11 -1.819486268167058929e-10 1.186825583601640652e-11 1.720098804303881644e-10 7.166024288690797583e-11 7.799535600589936636e-07 8.931676767120371080e-08 -1.384350278065539535e-10 -3.926030237760854435e-12 1.071696222723507336e-10 -3.690422619061256632e-11 -7.186829593724686269e-10 -1.246233582139251833e-10 -1.192482246698741092e-10 2.814950648144614741e-07 6.392099756798560753e-12 -1.308054205032894660e-10 -1.317388534771899426e-06 -9.390452612474994721e-11 5.984199696361569129e-11 1.090425612270668724e-10 4.891353337916836730e-11
-4.704597842196845620e-06 -2.965894225010979462e-10 1.308837744320655521e-10 1.129587247223708870e-09 9.952678857193640074e-07 5.140484676293009915e-10 1.212658726183532125e-09 7.726733000413640414e-06 -5.120033002444256748e-10 1.457319420691394717e-10 4.453915944732779811e-10 8.865174490929557911e-10 4.738581256066866840e-09 4.433577362163511279e-06 2.033035360777678249e-09 7.107729760164846536e-10 1.029212675647269895e-09 -1.516050290440561602e-06 -2.338288957806604684e-06 1.788998509639128298e-09 6.217174188598436956e-10 -4.938557592021536123e-10 3.175926005404114539e-10 -1.592959263812411295e-10 4.366736283899186234e-10 3.237054458754668027e-10 8.633840468829372303e-11 -4.590114225769164011e-10 1.266179032851153883e-10 -7.561018900999410447e-10 1.497327255978742809e-10 1.327052778611907966e-10 -4.202666389887879982e-10 7.560112827870158948e-07 7.664342404866822513e-07 -2.758927604480266174e-10 -1.783190074939948466e-11 1.378264671732042919e-10 -1.442200074725296955e-10 -1.439346757097726226e-09 -4.405073439744737532e-11 -3.370098523402417714e-10 3.242898389010807916e-07 -1.509843336353039902e-10 -5.681175860943025586e-10 -3.510707125145981068e-06 -3.525985450711097020e-10 1.510315450293367627e-10 2.088901563114860281e-10 3.086542770064877024e-10
-1.499880927192522861e-01 -5.588404434644993279e-07 7.239448481963859847e-07 7.930531958166180047e-06 8.998507233941178268e-03 4.151568049229810859e-06 7.726733000413640414e-06 7.176823852389793701e-02 -7.848347126179307506e-06 1.517192584902190725e-06 8.061013957685579260e-06 1.876375436127253091e-05 7.805663938142650598e-05 9.121365971405402673e-02 4.368484561788256465e-05 1.800230306665815254e-05 1.968499911269703840e-05 -2.453783795027770012e-02 -4.305509204497582482e-02 2.947075987099639395e-05 1.356119870677446005e-05 -6.729802757455953679e-06 2.061843855515766673e-06 -1.231822851480356614e-06 2.662348628167492838e-06 3.389734011246406276e-06 1.081745708390787495e-06 -3.060738970974643853e-06 1.106720196771555664e-06 -1.285365888036879961e-06 -3.522827232025741826e-07 3.780271283002700927e-06 3.681962865535738532e-06 1.661256858152870483e-02 -1.231565992897965672e-03 -2.310063115859152557e-06 -5.286028139974372478e-08 2.131102811845262170e-06 -2.943120254830192477e-07 -1.193170706631011025e-05 -2.979213449263439712e-06 -1.554745934589848853e-06 5.741707539167218224e-03 8.079471143228538524e-07 -8.008754619111867540e-07 -1.802651788282983933e-02 -8.483655302251663485e-07 8.557373757338706876e-07 1.857446208399677481e-06 -5.081648512942761601e-08
2.645026839893610499e-05 -1.775161762913789856e-10 -6.894913069713477304e-11 -6.145223154228965404e-10 -5.936933570218251464e-07 -3.982626973928693568e-10 -5.120033002444256748e-10 -7.848347126179307506e-06 1.245078091362560832e-09 -2.215705635547768656e-10 -1.305951232793464949e-09 -3.219731806293532719e-09 -1.216875690082780587e-08 -1.525308419867159567e-05 -7.288096538341573992e-09 -3.215869428670315980e-09 -3.260659668721524293e-09 3.735108066175059547e-06 6.554849166381145511e-06 -4.432252396956794888e-09 -2.283772230686738653e-09 9.894712211368472063e-10 -1.190433091542705032e-10 1.267570824564789676e-10 -2.368379468753926503e-10 -4.004540229080339560e-10 -1.554998193147504803e-10 1.957564759326275471e-10 -1.243259968415593777e-10 -4.337949200564133611e-10 2.248543294152905136e-10 -7.036290334207949801e-10 -1.190385807387842631e-09 -2.743204905344032760e-06 8.486179521160995441e-07 2.310766276912158138e-10 -4.183530389395647738e-11 -3.136288876086775103e-10 -6.409962893239796913e-11 1.207650257154501776e-09 5.967850598832294781e-10 -2.428382571937564186e-12 -9.179032026606312791e-07 -3.453685891392571471e-10 -3.512697255414595902e-10 5.628211338432201745e-07 -1.722136996533408409e-10 -4.090484490469796988e-11 -1.969497987879714005e-10 3.862698716200768023e-10
-3.718424117288977121e-06 1.252843159291952488e-11 2.789570116314890849e-11 1.504647236062362079e-10 3.558981923338960699e-08 8.593210515048507952e-11 1.457319420691394717e-10 1.517192584902190725e-06 -2.215705635547768656e-10 5.001275291586591847e-11 2.134701178114552599e-10 5.248756844134294366e-10 2.003923937710020803e-09 2.422111732683950581e-06 1.122917116756226404e-09 5.125434180521603716e-10 5.334154450859471471e-10 -5.990802974662690922e-07 -9.440626794864677784e-07 6.858755689429772532e-10 3.547333929010009691e-10 -1.750129328871092125e-10 2.883591793896952533e-11 -3.146206158427432867e-11 8.168314736966273449e-11 7.043509731396620945e-11 2.910083642835827471e-11 -4.707965866866535857e-11 2.701907839720233492e-11 1.650939774812944032e-11 -2.600749913562434242e-11 1.142993853337832964e-10 1.477946873140054496e-10 4.094832720610593183e-07 -3.723669482184955882e-08 -4.833217064715774320e-11 1.563737888036977897e-11 4.953782824431325866e-11 -1.867866418607622698e-12 -2.613019199239011820e-10 -8.855564580166229962e-11 -1.543648323348143696e-11 1.493456028945612678e-07 4.908661905567051068e-11 1.222379026926229936e-11 -2.902012981386900925e-07 9.873997215697840403e-12 1.486929812597270684e-11 3.944734510875041324e-11 -6.127806247865927995e-11
