0  -3110.7393667953083
1  -3109.6398667953085
2  -3107.861566795308
3  -3107.7938667953085
4  -3107.5204667953085
5  -3106.9867667953085
6  -3103.9978667953083
7  -3103.913966795308
8  -3103.6037667953083
9  -3102.7702667953085
10  -3102.4567667953083
11  -3102.326266795308
12  -3102.1957667953084
13  -3102.0799667953083
14  -3101.943866795308
15  -3101.8138667953085
16  -3101.4046667953085
17  -3101.3172667953086
18  -3100.792366795308
19  -3100.5160667953082
20  -3100.3472667953083
21  -3100.3127667953086
22  -3100.104866795308
23  -3099.7919667953083
24  -3099.3348667953082
25  -3099.210066795308
26  -3098.8201667953085
27  -3098.8029667953083
28  -3098.5413667953085
29  -3098.3910667953082
30  -3098.0264667953084
