 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -0.356012 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.048977      5.3689      230.93
     2      0.000000      0.000000      0.737828      6.1242      202.45
     3      0.000000      0.000000     -0.268970      6.9111      179.40
     4      0.000000      0.000000     -0.382289      7.0492      175.88
     5     -0.000000      0.000000     -0.687567      7.6835      161.36
     6     -0.000000     -0.000000      1.264825     10.0542      123.32
     7      0.000000      0.000000     -3.108704     10.4203      118.98
     8      0.000000      0.000000     -1.441429     11.4199      108.57
     9      0.000000      0.000000     -1.398263     11.5024      107.79
    10      0.000000      0.000000      0.480325     12.1038      102.43
    11     -0.000000     -0.000000      1.530560     12.5539       98.76
    12      0.000000      0.000000     -2.657614     12.8240       96.68
    13     -0.000000     -0.000000      2.084142     13.3411       92.93
    14      0.000000     -0.000000      1.460843     13.6887       90.57
    15      0.000000      0.000000      1.851564     13.9838       88.66
    16     -0.000000      0.000000      1.320218     14.0855       88.02
    17     -0.000000     -0.000000      0.285285     14.2506       87.00
    18      0.000000      0.000000      0.929239     14.3811       86.21
    19      0.000000      0.000000      0.731703     14.5650       85.12
    20      0.000000      0.000000      0.780669     14.5677       85.11
    21     -0.000000     -0.000000      0.779672     14.8384       83.56
    22      0.000000     -0.000000      1.371837     15.1891       81.63
    23      0.000000     -0.000000      1.545997     15.2161       81.48
    24     -0.000000      0.000000     -0.176140     15.5635       79.66
    25     -0.000000     -0.000000     -0.194848     15.6866       79.04
    26      0.000000      0.000000      0.638720     15.9211       77.87
    27      0.000000      0.000000      0.017176     16.0723       77.14
    28     -0.000000     -0.000000      1.685618     16.4550       75.35
    29      0.000000      0.000000     -1.672005     16.6496       74.47
    30      0.000000      0.000000     -0.786453     16.6927       74.27
