 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.608204 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.645053      1.4310      866.42
     2      0.000000      0.000000     -0.345764      3.7575      329.96
     3      0.000000      0.000000     -0.593316      4.2269      293.32
     4      0.000000      0.000000      0.184712      4.2703      290.34
     5      0.000000      0.000000     -0.713954      5.1143      242.43
     6      0.000000     -0.000000      2.782978      6.9143      179.32
     7      0.000000      0.000000     -3.032698      7.0229      176.54
     8      0.000000     -0.000000      2.055672      7.4992      165.33
     9      0.000000     -0.000000      2.223088      8.0174      154.64
    10      0.000000      0.000000      1.367119      8.5653      144.75
    11     -0.000000      0.000000      1.765838      8.5709      144.66
    12     -0.000000     -0.000000      1.612448      8.5939      144.27
    13     -0.000000      0.000000      1.034123      9.1651      135.28
    14      0.000000      0.000000      0.429161      9.2093      134.63
    15     -0.000000     -0.000000      1.855470      9.4177      131.65
    16      0.000000     -0.000000      0.047734      9.9789      124.25
    17     -0.000000     -0.000000      2.559162     10.0571      123.28
    18      0.000000      0.000000     -3.169523     10.3853      119.38
    19     -0.000000     -0.000000      1.668692     10.5909      117.07
    20      0.000000     -0.000000      0.992665     10.8755      114.00
    21      0.000000      0.000000      0.301432     10.8768      113.99
    22      0.000000      0.000000      0.485490     10.9725      113.00
    23     -0.000000      0.000000      0.860538     11.4187      108.58
    24     -0.000000      0.000000     -3.123731     11.5185      107.64
    25      0.000000      0.000000     -1.616752     12.0666      102.75
    26     -0.000000     -0.000000     -0.432571     12.2138      101.51
    27     -0.000000     -0.000000      0.758153     12.2340      101.34
    28     -0.000000      0.000000     -4.129120     12.2939      100.85
    29     -0.000000     -0.000000     -0.518054     12.8650       96.37
    30      0.000000      0.000000     -0.453126     12.9838       95.49
