 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -0.453971 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.143466      5.2233      237.37
     2     -0.000000      0.000000      0.917097      6.2654      197.89
     3     -0.000000      0.000000     -0.354394      7.0530      175.79
     4     -0.000000     -0.000000     -0.274800      7.1921      172.39
     5      0.000000      0.000000     -0.496637      7.7676      159.62
     6      0.000000     -0.000000      1.392476     10.1311      122.38
     7     -0.000000     -0.000000     -3.251696     10.5877      117.10
     8     -0.000000      0.000000     -1.135496     11.5586      107.27
     9      0.000000      0.000000     -1.486549     11.6554      106.37
    10      0.000000      0.000000      1.306733     12.0731      102.69
    11     -0.000000      0.000000      0.195374     12.0964      102.50
    12     -0.000000     -0.000000     -2.572438     13.0270       95.17
    13     -0.000000      0.000000      1.939749     13.0928       94.70
    14     -0.000000      0.000000      1.582587     13.1410       94.35
    15     -0.000000      0.000000      0.020892     13.5433       91.55
    16     -0.000000     -0.000000      2.125012     13.6819       90.62
    17      0.000000     -0.000000      1.306800     13.8899       89.26
    18      0.000000      0.000000      0.517364     13.9813       88.68
    19     -0.000000     -0.000000      0.747391     14.0175       88.45
    20     -0.000000      0.000000      0.600907     14.0195       88.44
    21      0.000000      0.000000      0.870072     14.5639       85.13
    22     -0.000000      0.000000      1.282195     14.7609       84.00
    23     -0.000000      0.000000     -0.108194     15.0227       82.53
    24     -0.000000     -0.000000      1.689757     15.3271       80.89
    25     -0.000000     -0.000000     -0.211825     15.5873       79.54
    26     -0.000000      0.000000     -0.280567     15.6347       79.30
    27     -0.000000     -0.000000      0.378103     15.7692       78.62
    28     -0.000000     -0.000000      1.772094     16.2193       76.44
    29      0.000000      0.000000     -0.150197     16.2523       76.29
    30     -0.000000      0.000000      0.665338     16.5336       74.99
