 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.704134 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -1.346654      4.2979      288.48
     2     -0.000000     -0.000000      0.070866      4.7062      263.45
     3     -0.000000     -0.000000      1.488097      5.4998      225.43
     4     -0.000000      0.000000     -1.209934      5.8276      212.75
     5      0.000000     -0.000000     -1.432163      8.6568      143.22
     6     -0.000000      0.000000     -0.718470      8.7129      142.30
     7     -0.000000     -0.000000     -0.372454      8.7676      141.41
     8     -0.000000      0.000000     -0.579208      9.3919      132.01
     9     -0.000000     -0.000000      0.202204     10.0257      123.67
    10     -0.000000     -0.000000     -2.369325     10.0372      123.52
    11     -0.000000     -0.000000      1.160604     10.3230      120.10
    12      0.000000     -0.000000      2.237357     10.9345      113.39
    13      0.000000      0.000000      1.169577     11.7061      105.91
    14      0.000000     -0.000000      3.253149     11.8984      104.20
    15     -0.000000      0.000000      0.910079     12.7879       96.95
    16     -0.000000     -0.000000      1.532061     13.8212       89.71
    17     -0.000000      0.000000      3.157194     13.9948       88.59
    18     -0.000000     -0.000000     -1.546166     14.4040       86.08
    19      0.000000     -0.000000      0.667238     14.6494       84.63
    20     -0.000000      0.000000      1.681618     14.7990       83.78
    21     -0.000000     -0.000000      0.453373     14.8854       83.29
    22      0.000000      0.000000      0.964329     15.2829       81.13
    23      0.000000     -0.000000      1.816678     15.6735       79.10
    24     -0.000000      0.000000     -0.878640     15.6978       78.98
    25     -0.000000     -0.000000      2.468680     16.0927       77.04
    26     -0.000000     -0.000000     -0.239407     16.5925       74.72
    27      0.000000     -0.000000      0.663477     18.1992       68.13
    28     -0.000000      0.000000      2.882627     18.4109       67.34
    29      0.000000     -0.000000     -0.563338     18.6547       66.46
    30     -0.000000     -0.000000     -1.108140     18.7312       66.19
