 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.493429 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000      0.424920      1.9104      649.00
     2      0.000000     -0.000000     -0.352282      4.9241      251.79
     3      0.000000     -0.000000     -0.433856      5.2643      235.52
     4      0.000000     -0.000000      0.892230      5.8828      210.76
     5     -0.000000     -0.000000      1.721780      7.0235      176.53
     6      0.000000     -0.000000      0.341124      7.0353      176.23
     7      0.000000     -0.000000     -2.797007      7.4459      166.51
     8      0.000000     -0.000000      1.928264      8.0454      154.11
     9     -0.000000     -0.000000      0.871004      8.0525      153.97
    10      0.000000     -0.000000      1.700086      8.6024      144.13
    11     -0.000000     -0.000000      1.499493      8.9516      138.51
    12      0.000000     -0.000000      1.221128      9.0256      137.37
    13      0.000000     -0.000000      0.972693      9.6421      128.59
    14     -0.000000     -0.000000      0.732194     10.0064      123.90
    15      0.000000      0.000000      2.353917     10.0761      123.05
    16      0.000000      0.000000      2.092837     10.2260      121.24
    17     -0.000000     -0.000000      0.011088     10.5963      117.01
    18      0.000000      0.000000      1.229549     11.1408      111.29
    19      0.000000     -0.000000      1.026422     11.3621      109.12
    20      0.000000     -0.000000      0.339019     11.3747      109.00
    21      0.000000     -0.000000      0.216905     11.5125      107.70
    22      0.000000     -0.000000     -2.738940     11.6178      106.72
    23      0.000000     -0.000000     -1.521039     11.6290      106.62
    24      0.000000     -0.000000      0.962188     11.9258      103.96
    25      0.000000     -0.000000     -1.609461     12.2049      101.59
    26     -0.000000     -0.000000     -1.987831     12.3607      100.31
    27      0.000000     -0.000000     -4.014306     12.7829       96.99
    28      0.000000     -0.000000      0.971472     13.0244       95.19
    29      0.000000     -0.000000     -1.276597     13.1515       94.27
    30      0.000000      0.000000     -0.001483     13.4042       92.50
