 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.197017 a.u.

 Transition dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     0     1     0.0000000    -0.0000000     0.0000000     3.17630     0.00000
     0     2    -0.0000000     0.3080760     0.0000000     6.95260     0.01617
     0     3     0.0860804    -0.0000000     0.0000000     7.61500     0.00138
     0     4    -0.0000000     0.3905442    -0.0000000     7.64970     0.02859
     0     5    -0.0000000     0.0000000     0.8098093     7.76880     0.12482
     0     6     0.0000000     0.0000000    -0.5436813     7.99770     0.05792
     0     7     0.0000000     0.0000000    -0.0000000     8.52460     0.00000
     0     8    -0.0000000    -0.0000000    -0.0000000     8.85380     0.00000
     0     9    -0.4036071    -0.0000000    -0.0000000     9.31290     0.03717
     0    10     0.5054549     0.0000000    -0.0000000    10.11270     0.06330
     0    11    -0.0000000     0.4756695     0.0000000    10.24180     0.05677
     0    12    -0.0000000     0.0000000     0.0000000    10.34450     0.00000
     0    13     0.0000000     0.0000000    -0.1670152    11.01360     0.00753
     0    14     0.0000000     0.0000000     0.0844869    11.25560     0.00197
     0    15     0.0000000    -0.0856178    -0.0000000    11.55400     0.00208
     0    16     0.0000000     0.0000000    -0.2852127    11.82770     0.02357
     0    17     0.0000000    -0.0000000     1.1014469    12.18720     0.36223
     0    18    -0.0000000    -0.3077138     0.0000000    12.32340     0.02859
     0    19    -0.0000000    -0.0000000    -0.0000000    12.36330     0.00000
     0    20    -0.0000000    -0.6278000    -0.0000000    12.39690     0.11971
     0    21     0.2786101    -0.0000000    -0.0000000    12.42630     0.02363
     0    22     0.0000000    -0.1068144     0.0000000    12.56080     0.00351
     0    23    -0.1951988     0.0000000    -0.0000000    12.85820     0.01200
     0    24    -0.0000000     0.0000000    -0.4709779    13.17070     0.07158
     0    25    -0.0000000     0.3430109    -0.0000000    13.32740     0.03842
     0    26    -0.0000000     0.0000000     0.0000000    13.33670     0.00000
     0    27    -0.0000000    -0.0000000     0.1709632    13.77150     0.00986
     0    28     0.0536064     0.0000000     0.0000000    13.99360     0.00099
     0    29    -0.0000000     0.0000000     0.0000000    13.99650     0.00000
     0    30    -0.0000000     0.0000000     0.3392393    14.42830     0.04068
 
 Note: In below output the case of i=j corresponds to electronic contribution to dipole moment of excited state i
 Transition dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     1     1    -0.0000000    -0.0000000    -2.0619775     0.00000     0.00000
     1     2    -0.5296479     0.0000000    -0.0000000     3.77630     0.02595
