0  -3107.5113846194026
1  -3101.9839846194027
2  -3101.632184619403
3  -3100.8402846194026
4  -3100.7029846194027
5  -3099.9096846194025
6  -3097.6111846194026
7  -3097.352084619403
8  -3096.4317846194026
9  -3096.2746846194027
10  -3095.3741846194025
11  -3095.0456846194024
12  -3094.242384619403
13  -3093.8263846194027
14  -3093.1259846194025
15  -3093.1044846194027
16  -3092.8749846194028
17  -3092.5327846194027
18  -3092.2567846194024
19  -3092.2219846194025
20  -3092.067684619403
21  -3091.978884619403
22  -3091.9568846194024
23  -3091.8090846194027
24  -3091.7511846194025
25  -3091.5289846194028
26  -3091.0575846194024
27  -3091.0421846194026
28  -3090.7885846194026
29  -3090.623884619403
30  -3090.615584619403
